,EMG 1,EMG 2,EMG 3,EMG 4,EMG 5,EMG 6,EMG 7,EMG 8,Eat,Max,Min,Mean,StD,RMS,FFT
21,-1,-1,-1,-1,-1,-1,0,-2,False,0,-2,-1.0,0.5345224838248488,1.118033988749895,-8.0
22,-1,-1,-1,0,-2,0,-2,2,False,2,-2,-0.625,1.3024701806293193,1.3693063937629153,-5.0
23,-5,-2,-3,-1,0,0,-2,-3,False,0,-5,-2.0,1.6903085094570331,2.5495097567963922,-16.0
24,1,-1,-1,-1,-1,-2,2,0,False,2,-2,-0.375,1.3024701806293193,1.2747548783981961,-3.0
25,0,-1,-1,0,-1,0,-1,-1,False,0,-1,-0.625,0.5175491695067657,0.7905694150420949,-5.0
26,1,-1,0,-1,1,0,1,0,False,1,-1,0.125,0.8345229603962802,0.7905694150420949,1.0
27,-2,-1,0,1,1,0,-1,2,False,2,-2,0.0,1.3093073414159542,1.224744871391589,0.0
28,3,0,2,0,1,-2,1,3,False,3,-2,1.0,1.6903085094570331,1.8708286933869707,8.0
29,1,-1,-1,-1,-2,-1,-1,1,False,1,-2,-0.625,1.0606601717798212,1.1726039399558574,-5.0
30,-2,0,-1,0,-3,0,-1,1,False,1,-3,-0.75,1.2817398889233114,1.4142135623730951,-6.0
31,0,-1,0,0,-1,-1,0,3,False,3,-1,0.0,1.3093073414159542,1.224744871391589,0.0
32,-1,-2,-1,-2,-2,0,0,-3,False,0,-3,-1.375,1.0606601717798212,1.695582495781317,-11.0
33,-1,0,-2,-1,-1,1,-1,-1,False,1,-2,-0.75,0.8864052604279183,1.118033988749895,-6.0
34,-2,-1,-1,-1,-1,0,-2,0,False,0,-2,-1.0,0.7559289460184544,1.224744871391589,-8.0
35,0,-2,-1,-3,1,-1,-1,-3,False,1,-3,-1.25,1.3887301496588271,1.8027756377319946,-10.0
36,-2,-2,-2,-1,0,0,-1,1,False,1,-2,-0.875,1.1259916264596033,1.3693063937629153,-7.0
37,-2,-1,-1,0,0,-1,-1,0,False,0,-2,-0.75,0.7071067811865476,1.0,-6.0
38,-2,-1,-3,0,-1,0,-2,-2,False,0,-3,-1.375,1.0606601717798212,1.695582495781317,-11.0
39,-1,-1,0,-1,-1,-2,0,-1,False,0,-2,-0.875,0.6408699444616557,1.0606601717798212,-7.0
40,-1,-1,0,0,-1,-1,0,1,False,1,-1,-0.375,0.7440238091428449,0.7905694150420949,-3.0
41,-2,-2,-1,-1,-2,-2,-2,-6,False,-1,-6,-2.25,1.5811388300841898,2.692582403567252,-18.0
42,3,1,-2,-1,0,-1,0,1,False,3,-2,0.125,1.5526475085202969,1.4577379737113252,1.0
43,-2,-3,-2,-1,-2,-1,-1,0,False,0,-3,-1.5,0.9258200997725514,1.7320508075688772,-12.0
44,1,-3,0,0,-1,0,1,0,False,1,-3,-0.25,1.2817398889233114,1.224744871391589,-2.0
45,1,1,0,-2,0,-2,0,-3,False,1,-3,-0.625,1.5059406173077154,1.541103500742244,-5.0
46,0,-1,0,0,-1,0,-1,1,False,1,-1,-0.25,0.7071067811865476,0.7071067811865476,-2.0
47,0,-2,-1,-1,-1,1,1,4,False,4,-2,0.125,1.8850918886280925,1.7677669529663689,1.0
48,1,1,-2,0,-1,0,0,3,False,3,-2,0.25,1.4880476182856899,1.4142135623730951,2.0
49,0,1,-2,0,0,0,0,-2,False,1,-2,-0.375,1.0606601717798212,1.0606601717798212,-3.0
50,0,0,-2,-3,-1,-2,-1,-4,False,0,-4,-1.625,1.4078859531733587,2.091650066335189,-13.0
51,-1,-1,1,0,-1,-1,-1,-2,False,1,-2,-0.75,0.8864052604279183,1.118033988749895,-6.0
52,-3,-1,0,1,0,0,-1,-3,False,1,-3,-0.875,1.4577379737113252,1.620185174601965,-7.0
53,1,1,1,1,0,0,-1,2,False,2,-1,0.625,0.9161253813129042,1.0606601717798212,5.0
54,-4,-3,0,-2,0,-1,-2,-2,False,0,-4,-1.75,1.3887301496588271,2.179449471770337,-14.0
55,-3,-1,-1,-1,-1,-1,-2,-12,False,-1,-12,-2.75,3.8078865529319543,4.5,-22.0
56,1,0,1,-1,-2,-3,0,0,False,1,-3,-0.5,1.4142135623730951,1.4142135623730951,-4.0
57,1,0,-2,-2,-2,0,-1,0,False,1,-2,-0.75,1.1649647450214349,1.3228756555322954,-6.0
58,-2,2,0,-1,-1,-1,-1,0,False,2,-2,-0.5,1.1952286093343936,1.224744871391589,-4.0
59,-3,0,-2,0,-1,0,-2,1,False,1,-3,-0.875,1.3562026818605375,1.541103500742244,-7.0
60,-1,-2,0,-1,2,1,0,1,False,2,-2,0.0,1.3093073414159542,1.224744871391589,0.0
61,3,-2,-2,-2,-1,-1,-1,-6,False,3,-6,-1.5,2.449489742783178,2.7386127875258306,-12.0
62,-3,0,-1,1,-2,-2,-1,-2,False,1,-3,-1.25,1.2817398889233114,1.7320508075688772,-10.0
63,0,-3,-2,-1,-1,-2,-1,-3,False,0,-3,-1.625,1.0606601717798212,1.9039432764659772,-13.0
64,-1,0,0,0,0,-2,1,3,False,3,-2,0.125,1.4577379737113252,1.3693063937629153,1.0
65,0,-1,-1,-2,0,-1,-1,0,False,0,-2,-0.75,0.7071067811865476,1.0,-6.0
66,-1,-3,-3,-2,-1,-2,0,-2,False,0,-3,-1.75,1.0350983390135313,2.0,-14.0
67,-2,-3,-3,1,-1,0,-1,-1,False,1,-3,-1.25,1.3887301496588271,1.8027756377319946,-10.0
68,-1,1,0,-1,1,0,-1,5,False,5,-1,0.5,2.0,1.9364916731037085,4.0
69,3,-2,-1,-2,-1,0,1,0,False,3,-2,-0.25,1.6690459207925603,1.5811388300841898,-2.0
70,0,-1,-1,0,0,-1,-2,-4,False,0,-4,-1.125,1.3562026818605375,1.695582495781317,-9.0
71,3,2,0,0,0,-1,1,3,False,3,-1,1.0,1.5118578920369088,1.7320508075688772,8.0
72,-1,-1,1,-1,0,-3,0,1,False,1,-3,-0.5,1.3093073414159542,1.3228756555322954,-4.0
73,1,-2,-1,-2,-1,-1,-2,-2,False,1,-2,-1.25,1.0350983390135313,1.5811388300841898,-10.0
74,-1,-2,-1,0,-2,0,-2,0,False,0,-2,-1.0,0.9258200997725514,1.3228756555322954,-8.0
75,-5,-1,0,-2,0,-1,-3,-6,False,0,-6,-2.25,2.2519832529192065,3.082207001484488,-18.0
76,0,1,-2,-1,-2,0,-1,-1,False,1,-2,-0.75,1.0350983390135313,1.224744871391589,-6.0
77,-2,-3,-1,0,-2,0,-2,0,False,0,-3,-1.25,1.1649647450214349,1.6583123951777,-10.0
78,-1,-1,-1,0,-1,0,-1,1,False,1,-1,-0.5,0.7559289460184544,0.8660254037844386,-4.0
79,-1,1,-1,2,-1,0,1,-1,False,2,-1,0.0,1.1952286093343936,1.118033988749895,0.0
80,-1,0,-1,-1,0,0,0,0,False,0,-1,-0.375,0.5175491695067657,0.6123724356957945,-3.0
81,0,-2,0,-2,-2,1,-1,1,False,1,-2,-0.625,1.3024701806293193,1.3693063937629153,-5.0
82,-1,2,0,-2,0,-3,-1,-2,False,2,-3,-0.875,1.5526475085202969,1.695582495781317,-7.0
83,0,1,-1,-1,-1,-3,0,-5,False,1,-5,-1.25,1.9086270308410553,2.179449471770337,-10.0
84,-3,-4,-3,-2,0,-1,-3,-14,False,0,-14,-3.75,4.334248987508019,5.522680508593631,-30.0
85,-1,0,-2,-1,-1,-1,-1,3,False,3,-2,-0.5,1.5118578920369088,1.5,-4.0
86,0,-1,0,0,0,1,1,0,False,1,-1,0.125,0.6408699444616557,0.6123724356957945,1.0
87,0,-2,-1,-1,0,2,1,-1,False,2,-2,-0.25,1.2817398889233114,1.224744871391589,-2.0
88,1,2,-2,-1,-3,0,1,1,False,2,-3,-0.125,1.7268882005337973,1.620185174601965,-1.0
89,-1,0,1,-1,-1,-1,-2,-2,False,1,-2,-0.875,0.9910312089651149,1.2747548783981961,-7.0
90,-1,-1,0,-2,1,-2,-1,0,False,1,-2,-0.75,1.0350983390135313,1.224744871391589,-6.0
91,1,-1,-2,-2,-1,-3,-2,-1,False,1,-3,-1.375,1.1877349391654206,1.7677669529663689,-11.0
92,-2,0,0,2,0,0,-3,1,False,2,-3,-0.25,1.5811388300841898,1.5,-2.0
93,-5,3,1,1,-1,-2,1,4,False,4,-5,0.25,2.866057521105554,2.692582403567252,2.0
94,0,-2,-2,0,1,0,-1,-3,False,1,-3,-0.875,1.3562026818605375,1.541103500742244,-7.0
95,-5,-5,-2,0,-1,-1,-2,-7,False,0,-7,-2.875,2.4748737341529163,3.69120576505835,-23.0
96,-1,0,-1,0,-1,0,-1,1,False,1,-1,-0.375,0.7440238091428449,0.7905694150420949,-3.0
97,-1,-1,-1,-1,0,-2,-1,1,False,1,-2,-0.75,0.8864052604279183,1.118033988749895,-6.0
98,0,-2,-1,-1,-1,0,0,1,False,1,-2,-0.5,0.9258200997725514,1.0,-4.0
99,0,0,-2,-1,-1,-2,-1,1,False,1,-2,-0.75,1.0350983390135313,1.224744871391589,-6.0
100,-1,0,1,-2,-2,-1,-1,-5,False,1,-5,-1.375,1.7677669529663689,2.1505813167606567,-11.0
101,1,-3,-1,-1,-1,-1,0,0,False,1,-3,-0.75,1.1649647450214349,1.3228756555322954,-6.0
102,-1,0,1,1,-1,-1,0,-1,False,1,-1,-0.25,0.8864052604279183,0.8660254037844386,-2.0
103,-1,-2,-1,-1,-2,0,0,-1,False,0,-2,-1.0,0.7559289460184544,1.224744871391589,-8.0
104,0,-2,0,-3,-1,-2,-2,-4,False,0,-4,-1.75,1.3887301496588271,2.179449471770337,-14.0
105,0,2,0,0,-2,-2,-1,0,False,2,-2,-0.375,1.3024701806293193,1.2747548783981961,-3.0
106,0,1,-1,0,-3,-1,-1,1,False,1,-3,-0.5,1.3093073414159542,1.3228756555322954,-4.0
107,1,1,0,0,1,-1,0,1,False,1,-1,0.375,0.7440238091428449,0.7905694150420949,3.0
108,2,-2,-3,-1,-2,-1,1,-4,False,2,-4,-1.25,1.9820624179302297,2.23606797749979,-10.0
109,1,0,-2,-2,-1,-2,-1,0,False,1,-2,-0.875,1.1259916264596033,1.3693063937629153,-7.0
110,-1,0,-1,-1,-2,-2,-2,-2,False,0,-2,-1.375,0.7440238091428449,1.541103500742244,-11.0
111,-2,0,-2,-2,0,0,-1,-1,False,0,-2,-1.0,0.9258200997725514,1.3228756555322954,-8.0
112,0,-1,0,-1,-1,0,-2,-1,False,0,-2,-0.75,0.7071067811865476,1.0,-6.0
113,-1,-2,-1,0,-1,0,-2,1,False,1,-2,-0.75,1.0350983390135313,1.224744871391589,-6.0
114,-3,-1,-2,1,-1,-1,1,5,False,5,-3,-0.125,2.4748737341529163,2.318404623873926,-1.0
115,-2,-1,0,0,0,1,-1,1,False,1,-2,-0.25,1.0350983390135313,1.0,-2.0
116,1,-2,-1,-1,-1,-1,-1,5,False,5,-2,-0.125,2.2320714274285347,2.091650066335189,-1.0
117,2,-1,-1,0,-3,-1,-2,-10,False,2,-10,-2.0,3.5456210417116734,3.872983346207417,-16.0
118,-2,-2,-1,-1,0,-1,-1,1,False,1,-2,-0.875,0.9910312089651149,1.2747548783981961,-7.0
119,-1,1,0,-1,-1,-1,-2,-1,False,1,-2,-0.75,0.8864052604279183,1.118033988749895,-6.0
120,0,-2,-1,-1,-1,-2,0,2,False,2,-2,-0.625,1.3024701806293193,1.3693063937629153,-5.0
121,4,-2,-1,0,-1,0,-1,0,False,4,-2,-0.125,1.807721533549109,1.695582495781317,-1.0
122,0,-1,0,-1,0,1,0,-1,False,1,-1,-0.25,0.7071067811865476,0.7071067811865476,-2.0
123,-3,-2,0,0,0,0,-1,-7,False,0,-7,-1.625,2.445841952609133,2.806243040080456,-13.0
124,-1,-3,0,-1,0,-1,0,2,False,2,-3,-0.5,1.4142135623730951,1.4142135623730951,-4.0
125,-4,-2,-3,-2,1,-1,0,-6,False,1,-6,-2.125,2.2320714274285347,2.979093821953246,-17.0
126,-1,-3,-2,-1,0,0,0,2,False,2,-3,-0.625,1.5059406173077154,1.541103500742244,-5.0
127,1,0,-1,-2,0,-2,1,6,False,6,-2,0.375,2.5599944196367748,2.4238399287081647,3.0
128,-1,0,0,-1,1,-1,0,-1,False,1,-1,-0.375,0.7440238091428449,0.7905694150420949,-3.0
129,-2,-1,0,-2,-1,0,-3,-2,False,0,-3,-1.375,1.0606601717798212,1.695582495781317,-11.0
130,-2,0,-2,-1,-1,1,0,1,False,1,-2,-0.5,1.1952286093343936,1.224744871391589,-4.0
131,1,-1,-3,-1,-1,-2,-1,-6,False,1,-6,-1.75,2.052872551885702,2.598076211353316,-14.0
132,-1,-1,0,0,-2,-1,-1,-3,False,0,-3,-1.125,0.9910312089651149,1.4577379737113252,-9.0
133,-1,0,-2,0,-2,1,0,1,False,1,-2,-0.375,1.1877349391654206,1.1726039399558574,-3.0
134,2,1,0,0,1,1,0,2,False,2,0,0.875,0.8345229603962802,1.1726039399558574,7.0
135,-2,-1,0,-1,0,1,0,1,False,1,-2,-0.25,1.0350983390135313,1.0,-2.0
136,0,-1,-1,0,1,-1,-1,1,False,1,-1,-0.25,0.8864052604279183,0.8660254037844386,-2.0
137,0,0,-2,2,-1,-2,-1,-1,False,2,-2,-0.625,1.3024701806293193,1.3693063937629153,-5.0
138,-1,-2,-1,0,-1,0,-2,0,False,0,-2,-0.875,0.8345229603962802,1.1726039399558574,-7.0
139,2,0,-2,-1,-1,-1,-1,0,False,2,-2,-0.5,1.1952286093343936,1.224744871391589,-4.0
140,-2,0,0,-1,0,0,-1,2,False,2,-2,-0.25,1.1649647450214349,1.118033988749895,-2.0
141,0,2,-1,0,0,-2,0,-1,False,2,-2,-0.25,1.1649647450214349,1.118033988749895,-2.0
142,-1,0,1,-1,-2,0,-1,-9,False,1,-9,-1.625,3.113908889391045,3.3354160160315836,-13.0
143,0,-3,-1,-1,0,-2,-2,-9,False,0,-9,-2.25,2.9154759474226504,3.5355339059327378,-18.0
144,0,1,-1,-3,-1,0,-1,2,False,2,-3,-0.375,1.5059406173077154,1.4577379737113252,-3.0
145,-1,-3,0,-1,0,1,-3,2,False,2,-3,-0.625,1.7677669529663689,1.7677669529663689,-5.0
146,0,-1,-1,-1,-2,-2,-1,0,False,0,-2,-1.0,0.7559289460184544,1.224744871391589,-8.0
147,-5,-2,-1,-1,-2,1,-1,-2,False,1,-5,-1.625,1.6850180160122068,2.2638462845343543,-13.0
148,-3,0,-1,0,-2,-2,0,-3,False,0,-3,-1.375,1.3024701806293193,1.8371173070873836,-11.0
149,0,1,0,-1,0,-1,1,3,False,3,-1,0.375,1.3024701806293193,1.2747548783981961,3.0
150,0,-2,-3,0,-1,-1,0,1,False,1,-3,-0.75,1.2817398889233114,1.4142135623730951,-6.0
151,0,-2,0,-1,-1,1,-1,4,False,4,-2,0.0,1.8516401995451028,1.7320508075688772,0.0
152,-3,-3,0,-2,-1,0,0,-6,False,0,-6,-1.875,2.100170061141308,2.715695122800054,-15.0
153,-4,-2,0,-1,0,-1,0,1,False,1,-4,-0.875,1.5526475085202969,1.695582495781317,-7.0
154,1,-1,-1,-1,-1,0,-3,-6,False,1,-6,-1.5,2.138089935299395,2.5,-12.0
155,-1,1,-1,0,0,-2,-1,-4,False,1,-4,-1.0,1.5118578920369088,1.7320508075688772,-8.0
156,-2,-1,0,-1,-1,-1,-2,1,False,1,-2,-0.875,0.9910312089651149,1.2747548783981961,-7.0
157,0,0,-2,-1,-2,-2,0,-1,False,0,-2,-1.0,0.9258200997725514,1.3228756555322954,-8.0
158,-1,-3,-1,1,-1,-1,1,-6,False,1,-6,-1.375,2.2638462845343543,2.5248762345905194,-11.0
159,-3,-1,0,-1,1,-1,-1,3,False,3,-3,-0.375,1.7677669529663689,1.695582495781317,-3.0
160,-1,1,-1,-3,-2,-2,0,6,False,6,-3,-0.25,2.8157719063467175,2.6457513110645907,-2.0
161,1,-1,-1,-2,-1,-1,1,-5,False,1,-5,-1.125,1.8850918886280925,2.091650066335189,-9.0
162,-1,1,-1,1,-1,0,0,0,False,1,-1,-0.125,0.8345229603962802,0.7905694150420949,-1.0
163,-2,-2,-1,1,0,-1,-2,-6,False,1,-6,-1.625,2.0658792662827956,2.5248762345905194,-13.0
164,2,-2,-2,-1,-1,-1,-1,2,False,2,-2,-0.5,1.6035674514745462,1.5811388300841898,-4.0
165,-1,0,1,0,-1,0,-2,1,False,1,-2,-0.25,1.0350983390135313,1.0,-2.0
166,-3,-2,-1,1,0,-1,-2,-1,False,1,-3,-1.125,1.2464234547582247,1.620185174601965,-9.0
167,-1,0,-1,-1,0,-1,-1,0,False,0,-1,-0.625,0.5175491695067657,0.7905694150420949,-5.0
168,-1,-1,-2,0,-1,-1,-1,1,False,1,-2,-0.75,0.8864052604279183,1.118033988749895,-6.0
169,0,0,-1,-1,-1,2,-1,0,False,2,-1,-0.25,1.0350983390135313,1.0,-2.0
170,0,-2,0,-1,0,-1,0,-5,False,0,-5,-1.125,1.7268882005337973,1.9685019685029528,-9.0
171,1,-1,-1,-1,-1,1,-2,1,False,1,-2,-0.375,1.1877349391654206,1.1726039399558574,-3.0
172,2,0,0,-1,-1,0,0,3,False,3,-1,0.375,1.4078859531733587,1.3693063937629153,3.0
173,1,3,1,-2,0,-2,0,-2,False,3,-2,-0.125,1.807721533549109,1.695582495781317,-1.0
174,-1,-3,-1,-1,0,0,0,-2,False,0,-3,-1.0,1.0690449676496976,1.4142135623730951,-8.0
175,0,-1,-1,0,-2,-1,-2,-1,False,0,-2,-1.0,0.7559289460184544,1.224744871391589,-8.0
176,0,1,-1,-1,-1,-1,0,-1,False,1,-1,-0.5,0.7559289460184544,0.8660254037844386,-4.0
177,-2,-4,-1,0,0,0,0,-2,False,0,-4,-1.125,1.4577379737113252,1.7677669529663689,-9.0
178,-1,-1,-1,-1,1,-1,0,3,False,3,-1,-0.125,1.4577379737113252,1.3693063937629153,-1.0
179,-6,1,0,-1,0,-1,0,1,False,1,-6,-0.75,2.2519832529192065,2.23606797749979,-6.0
180,-1,1,-1,-1,-2,-1,0,-2,False,1,-2,-0.875,0.9910312089651149,1.2747548783981961,-7.0
181,-1,-1,-3,1,-3,0,1,4,False,4,-3,-0.25,2.3145502494313788,2.179449471770337,-2.0
182,-1,2,1,-1,0,-2,-3,0,False,2,-3,-0.5,1.6035674514745462,1.5811388300841898,-4.0
183,3,-1,0,-3,-2,0,0,-2,False,3,-3,-0.625,1.8468119248354136,1.8371173070873836,-5.0
184,0,-1,-1,-1,0,-1,-1,-1,False,0,-1,-0.75,0.4629100498862757,0.8660254037844386,-6.0
185,-1,0,0,-1,0,-1,-1,2,False,2,-1,-0.25,1.0350983390135313,1.0,-2.0
186,0,1,-1,0,1,-1,0,2,False,2,-1,0.25,1.0350983390135313,1.0,2.0
187,1,-1,-1,-1,0,-1,-2,-2,False,1,-2,-0.875,0.9910312089651149,1.2747548783981961,-7.0
188,-1,0,-4,-2,-3,0,-1,1,False,1,-4,-1.25,1.6690459207925603,2.0,-10.0
189,0,-2,-1,-2,-1,0,1,4,False,4,-2,-0.125,1.9594095320493146,1.8371173070873836,-1.0
190,3,1,1,0,0,-1,-2,2,False,3,-2,0.5,1.6035674514745462,1.5811388300841898,4.0
191,-1,-1,1,-1,-2,0,-2,-6,False,1,-6,-1.5,2.0701966780270626,2.449489742783178,-12.0
192,-2,-1,-1,-1,-1,-3,-1,-2,False,-1,-3,-1.5,0.7559289460184544,1.6583123951777,-12.0
193,-1,0,-1,0,0,-1,-1,1,False,1,-1,-0.375,0.7440238091428449,0.7905694150420949,-3.0
194,-1,-1,-1,0,0,-1,-1,-6,False,0,-6,-1.375,1.922609833384967,2.2638462845343543,-11.0
195,0,-1,-2,0,0,0,-2,-2,False,0,-2,-0.875,0.9910312089651149,1.2747548783981961,-7.0
196,-3,1,0,-2,-1,1,0,1,False,1,-3,-0.375,1.5059406173077154,1.4577379737113252,-3.0
197,-2,1,-1,0,-1,-1,0,2,False,2,-2,-0.25,1.2817398889233114,1.224744871391589,-2.0
198,-1,0,0,1,0,0,-3,1,False,1,-3,-0.25,1.2817398889233114,1.224744871391589,-2.0
199,1,3,0,0,0,0,0,0,False,3,0,0.5,1.0690449676496976,1.118033988749895,4.0
200,-2,-2,0,-1,0,0,-1,0,False,0,-2,-0.75,0.8864052604279183,1.118033988749895,-6.0
201,0,-1,-1,-1,-1,-3,-2,-4,False,0,-4,-1.625,1.3024701806293193,2.03100960115899,-13.0
202,0,-2,0,-1,1,-2,1,-1,False,1,-2,-0.5,1.1952286093343936,1.224744871391589,-4.0
203,-1,-3,-1,-1,-2,-3,-1,-9,False,-1,-9,-2.625,2.7222627143085005,3.6571847095819483,-21.0
204,-3,1,-2,0,0,1,-1,-2,False,1,-3,-0.75,1.4880476182856899,1.5811388300841898,-6.0
205,-2,-2,1,0,0,1,-2,-2,False,1,-2,-0.75,1.3887301496588271,1.5,-6.0
206,-1,-2,-4,-1,-3,-3,-1,-4,False,-1,-4,-2.375,1.3024701806293193,2.669269563007828,-19.0
207,-2,-2,0,-2,0,0,1,-2,False,1,-2,-0.875,1.2464234547582247,1.4577379737113252,-7.0
208,0,-2,0,-1,-1,0,0,4,False,4,-2,0.0,1.7728105208558367,1.6583123951777,0.0
209,-1,-2,-2,-2,0,-2,-3,-4,False,0,-4,-2.0,1.1952286093343936,2.29128784747792,-16.0
210,1,-2,-1,-2,0,-1,-1,-2,False,1,-2,-1.0,1.0690449676496976,1.4142135623730951,-8.0
211,0,0,0,0,0,0,-1,4,False,4,-1,0.375,1.5059406173077154,1.4577379737113252,3.0
212,1,-2,-3,-1,-2,-2,-1,-2,False,1,-3,-1.5,1.1952286093343936,1.8708286933869707,-12.0
213,-2,-4,1,-1,-1,-2,1,1,False,1,-4,-0.875,1.807721533549109,1.9039432764659772,-7.0
214,-1,0,0,-1,0,0,0,-1,False,0,-1,-0.375,0.5175491695067657,0.6123724356957945,-3.0
215,-4,-2,-2,-2,0,0,-3,-4,False,0,-4,-2.125,1.5526475085202969,2.57390753524675,-17.0
216,-2,0,1,0,0,1,-1,4,False,4,-2,0.375,1.7677669529663689,1.695582495781317,3.0
217,1,0,0,0,-1,0,0,4,False,4,-1,0.5,1.5118578920369088,1.5,4.0
218,0,-2,-1,0,-2,0,-2,-5,False,0,-5,-1.5,1.6903085094570331,2.179449471770337,-12.0
219,-1,0,-3,-1,-1,0,-1,0,False,0,-3,-0.875,0.9910312089651149,1.2747548783981961,-7.0
220,-1,-1,-1,-1,0,-1,0,-7,False,0,-7,-1.5,2.2677868380553634,2.598076211353316,-12.0
221,1,0,-2,0,-2,-1,-1,-1,False,1,-2,-0.75,1.0350983390135313,1.224744871391589,-6.0
222,0,0,0,-1,-2,-2,-1,-2,False,0,-2,-1.0,0.9258200997725514,1.3228756555322954,-8.0
223,0,2,0,0,-1,-1,0,-1,False,2,-1,-0.125,0.9910312089651149,0.9354143466934853,-1.0
224,-2,-1,0,1,0,0,1,2,False,2,-2,0.125,1.2464234547582247,1.1726039399558574,1.0
225,2,-2,-1,-2,0,-1,0,-5,False,2,-5,-1.125,2.03100960115899,2.2079402165819615,-9.0
226,1,0,-1,0,0,-1,0,3,False,3,-1,0.25,1.2817398889233114,1.224744871391589,2.0
227,-2,0,2,-2,-1,1,0,7,False,7,-2,0.625,2.9246489410818914,2.806243040080456,5.0
228,-7,-3,-1,-3,-3,-1,-1,-5,False,-1,-7,-3.0,2.138089935299395,3.605551275463989,-24.0
229,-1,-1,0,-1,2,0,-2,0,False,2,-2,-0.375,1.1877349391654206,1.1726039399558574,-3.0
230,1,1,-2,-1,0,-1,-1,7,False,7,-2,0.5,2.8284271247461903,2.692582403567252,4.0
231,0,0,-1,0,-1,-2,-1,-1,False,0,-2,-0.75,0.7071067811865476,1.0,-6.0
232,-1,-1,-1,0,1,-1,1,0,False,1,-1,-0.25,0.8864052604279183,0.8660254037844386,-2.0
233,0,-1,0,-1,-2,-3,0,-2,False,0,-3,-1.125,1.1259916264596033,1.541103500742244,-9.0
234,3,2,0,-2,-2,0,-1,-3,False,3,-3,-0.375,2.0658792662827956,1.9685019685029528,-3.0
235,-2,-1,-2,2,-2,0,-1,1,False,2,-2,-0.625,1.5059406173077154,1.541103500742244,-5.0
236,-1,-2,0,-1,0,-2,-1,6,False,6,-2,-0.125,2.5877458475338284,2.4238399287081647,-1.0
237,2,-2,0,-2,0,-2,-1,-1,False,2,-2,-0.75,1.3887301496588271,1.5,-6.0
238,1,-2,0,-1,0,0,-2,-1,False,1,-2,-0.625,1.0606601717798212,1.1726039399558574,-5.0
239,1,-1,-3,-2,0,-3,2,-1,False,2,-3,-0.875,1.807721533549109,1.9039432764659772,-7.0
240,-2,-2,-2,-2,-1,-2,-4,-9,False,-1,-9,-3.0,2.5634797778466227,3.840572873934304,-24.0
241,0,0,0,0,-2,0,-1,0,False,0,-2,-0.375,0.7440238091428449,0.7905694150420949,-3.0
242,-2,-3,-2,-1,0,-2,0,-1,False,0,-3,-1.375,1.0606601717798212,1.695582495781317,-11.0
243,-1,0,-3,0,-2,0,-2,0,False,0,-3,-1.0,1.1952286093343936,1.5,-8.0
244,-2,-1,0,1,1,-1,-1,0,False,1,-2,-0.375,1.0606601717798212,1.0606601717798212,-3.0
